Period start,Period end,Region ID,Region,Demand (GWh),Demand ($)
01/01/2023 00:00:00,01/01/2023 00:30:00,NZ,New Zealand,1.803,5693.38
01/01/2023 00:30:00,01/01/2023 01:00:00,NZ,New Zealand,1.769,7487.46
01/01/2023 01:00:00,01/01/2023 01:30:00,NZ,New Zealand,1.735,6092.74
01/01/2023 01:30:00,01/01/2023 02:00:00,NZ,New Zealand,1.695,10082.28
01/01/2023 02:00:00,01/01/2023 02:30:00,NZ,New Zealand,1.661,7641.17
01/01/2023 02:30:00,01/01/2023 03:00:00,NZ,New Zealand,1.623,4648.85
01/01/2023 03:00:00,01/01/2023 03:30:00,NZ,New Zealand,1.603,48.09
01/01/2023 03:30:00,01/01/2023 04:00:00,NZ,New Zealand,1.59,78.68
01/01/2023 04:00:00,01/01/2023 04:30:00,NZ,New Zealand,1.59,47.7
01/01/2023 04:30:00,01/01/2023 05:00:00,NZ,New Zealand,1.599,47.96
01/01/2023 05:00:00,01/01/2023 05:30:00,NZ,New Zealand,1.636,2344.67
01/01/2023 05:30:00,01/01/2023 06:00:00,NZ,New Zealand,1.668,4898.21
01/01/2023 06:00:00,01/01/2023 06:30:00,NZ,New Zealand,1.702,8802.74
01/01/2023 06:30:00,01/01/2023 07:00:00,NZ,New Zealand,1.733,7572.33
01/01/2023 07:00:00,01/01/2023 07:30:00,NZ,New Zealand,1.779,6727
01/01/2023 07:30:00,01/01/2023 08:00:00,NZ,New Zealand,1.834,2936.17
01/01/2023 08:00:00,01/01/2023 08:30:00,NZ,New Zealand,1.892,56.83
01/01/2023 08:30:00,01/01/2023 09:00:00,NZ,New Zealand,1.947,58.48
01/01/2023 09:00:00,01/01/2023 09:30:00,NZ,New Zealand,2.033,61.05
01/01/2023 09:30:00,01/01/2023 10:00:00,NZ,New Zealand,2.07,7596.01
01/01/2023 10:00:00,01/01/2023 10:30:00,NZ,New Zealand,2.091,12037.59
01/01/2023 10:30:00,01/01/2023 11:00:00,NZ,New Zealand,2.096,11063.78
01/01/2023 11:00:00,01/01/2023 11:30:00,NZ,New Zealand,2.097,11142.74
01/01/2023 11:30:00,01/01/2023 12:00:00,NZ,New Zealand,2.096,11652.29
01/01/2023 12:00:00,01/01/2023 12:30:00,NZ,New Zealand,2.091,10181.74
01/01/2023 12:30:00,01/01/2023 13:00:00,NZ,New Zealand,2.079,11417.49
01/01/2023 13:00:00,01/01/2023 13:30:00,NZ,New Zealand,2.063,62.08
01/01/2023 13:30:00,01/01/2023 14:00:00,NZ,New Zealand,2.049,61.48
01/01/2023 14:00:00,01/01/2023 14:30:00,NZ,New Zealand,2.05,67.23
01/01/2023 14:30:00,01/01/2023 15:00:00,NZ,New Zealand,2.059,67.39
01/01/2023 15:00:00,01/01/2023 15:30:00,NZ,New Zealand,2.04,61.72
01/01/2023 15:30:00,01/01/2023 16:00:00,NZ,New Zealand,2.058,62.24
01/01/2023 16:00:00,01/01/2023 16:30:00,NZ,New Zealand,2.076,68.62
01/01/2023 16:30:00,01/01/2023 17:00:00,NZ,New Zealand,2.099,1568.4
01/01/2023 17:00:00,01/01/2023 17:30:00,NZ,New Zealand,2.124,3034.54
01/01/2023 17:30:00,01/01/2023 18:00:00,NZ,New Zealand,2.15,11297.63
01/01/2023 18:00:00,01/01/2023 18:30:00,NZ,New Zealand,2.151,9497.03
01/01/2023 18:30:00,01/01/2023 19:00:00,NZ,New Zealand,2.148,10578.16
01/01/2023 19:00:00,01/01/2023 19:30:00,NZ,New Zealand,2.11,9884.26
01/01/2023 19:30:00,01/01/2023 20:00:00,NZ,New Zealand,2.09,10514.91
01/01/2023 20:00:00,01/01/2023 20:30:00,NZ,New Zealand,2.063,13194.17
01/01/2023 20:30:00,01/01/2023 21:00:00,NZ,New Zealand,2.055,19926.1
01/01/2023 21:00:00,01/01/2023 21:30:00,NZ,New Zealand,2.061,21641.88
01/01/2023 21:30:00,01/01/2023 22:00:00,NZ,New Zealand,2.037,19867.08
01/01/2023 22:00:00,01/01/2023 22:30:00,NZ,New Zealand,1.987,18654.59
01/01/2023 22:30:00,01/01/2023 23:00:00,NZ,New Zealand,1.922,10700.94
01/01/2023 23:00:00,01/01/2023 23:30:00,NZ,New Zealand,1.88,46485.55
01/01/2023 23:30:00,02/01/2023 00:00:00,NZ,New Zealand,1.816,12778.34
02/01/2023 00:00:00,02/01/2023 00:30:00,NZ,New Zealand,1.748,11347.72
02/01/2023 00:30:00,02/01/2023 01:00:00,NZ,New Zealand,1.704,8978.36
02/01/2023 01:00:00,02/01/2023 01:30:00,NZ,New Zealand,1.664,7798.03
02/01/2023 01:30:00,02/01/2023 02:00:00,NZ,New Zealand,1.629,7304.18
02/01/2023 02:00:00,02/01/2023 02:30:00,NZ,New Zealand,1.61,7698.11
02/01/2023 02:30:00,02/01/2023 03:00:00,NZ,New Zealand,1.592,8253.26
02/01/2023 03:00:00,02/01/2023 03:30:00,NZ,New Zealand,1.581,8336.81
02/01/2023 03:30:00,02/01/2023 04:00:00,NZ,New Zealand,1.571,8249.28
02/01/2023 04:00:00,02/01/2023 04:30:00,NZ,New Zealand,1.566,7827.12
02/01/2023 04:30:00,02/01/2023 05:00:00,NZ,New Zealand,1.593,8410.37
02/01/2023 05:00:00,02/01/2023 05:30:00,NZ,New Zealand,1.641,13800.17
02/01/2023 05:30:00,02/01/2023 06:00:00,NZ,New Zealand,1.68,16342.38
02/01/2023 06:00:00,02/01/2023 06:30:00,NZ,New Zealand,1.732,8981.25
02/01/2023 06:30:00,02/01/2023 07:00:00,NZ,New Zealand,1.78,9571.96
02/01/2023 07:00:00,02/01/2023 07:30:00,NZ,New Zealand,1.847,16892.08
02/01/2023 07:30:00,02/01/2023 08:00:00,NZ,New Zealand,1.906,14513.21
02/01/2023 08:00:00,02/01/2023 08:30:00,NZ,New Zealand,1.982,9764.45
02/01/2023 08:30:00,02/01/2023 09:00:00,NZ,New Zealand,2.045,7536.57
02/01/2023 09:00:00,02/01/2023 09:30:00,NZ,New Zealand,2.127,11009.82
02/01/2023 09:30:00,02/01/2023 10:00:00,NZ,New Zealand,2.155,12347.69
02/01/2023 10:00:00,02/01/2023 10:30:00,NZ,New Zealand,2.169,12546.31
02/01/2023 10:30:00,02/01/2023 11:00:00,NZ,New Zealand,2.162,11705.49
02/01/2023 11:00:00,02/01/2023 11:30:00,NZ,New Zealand,2.151,11896.14
02/01/2023 11:30:00,02/01/2023 12:00:00,NZ,New Zealand,2.147,11919.85
02/01/2023 12:00:00,02/01/2023 12:30:00,NZ,New Zealand,2.142,15916.67
02/01/2023 12:30:00,02/01/2023 13:00:00,NZ,New Zealand,2.129,15125.12
02/01/2023 13:00:00,02/01/2023 13:30:00,NZ,New Zealand,2.103,10485.88
02/01/2023 13:30:00,02/01/2023 14:00:00,NZ,New Zealand,2.097,10367.45
02/01/2023 14:00:00,02/01/2023 14:30:00,NZ,New Zealand,2.104,10835.32
02/01/2023 14:30:00,02/01/2023 15:00:00,NZ,New Zealand,2.115,12087.55
02/01/2023 15:00:00,02/01/2023 15:30:00,NZ,New Zealand,2.107,19921.8
02/01/2023 15:30:00,02/01/2023 16:00:00,NZ,New Zealand,2.122,15961.01
02/01/2023 16:00:00,02/01/2023 16:30:00,NZ,New Zealand,2.146,11787.26
02/01/2023 16:30:00,02/01/2023 17:00:00,NZ,New Zealand,2.172,12376.14
02/01/2023 17:00:00,02/01/2023 17:30:00,NZ,New Zealand,2.202,15177.06
02/01/2023 17:30:00,02/01/2023 18:00:00,NZ,New Zealand,2.237,23483.11
02/01/2023 18:00:00,02/01/2023 18:30:00,NZ,New Zealand,2.235,20962.74
02/01/2023 18:30:00,02/01/2023 19:00:00,NZ,New Zealand,2.216,22544.22
02/01/2023 19:00:00,02/01/2023 19:30:00,NZ,New Zealand,2.16,23102.77
02/01/2023 19:30:00,02/01/2023 20:00:00,NZ,New Zealand,2.129,27771.15
02/01/2023 20:00:00,02/01/2023 20:30:00,NZ,New Zealand,2.117,23864.15
02/01/2023 20:30:00,02/01/2023 21:00:00,NZ,New Zealand,2.116,70917.27
02/01/2023 21:00:00,02/01/2023 21:30:00,NZ,New Zealand,2.127,112691.15
02/01/2023 21:30:00,02/01/2023 22:00:00,NZ,New Zealand,2.098,121297.63
02/01/2023 22:00:00,02/01/2023 22:30:00,NZ,New Zealand,2.045,21493.12
02/01/2023 22:30:00,02/01/2023 23:00:00,NZ,New Zealand,1.977,15646.31
02/01/2023 23:00:00,02/01/2023 23:30:00,NZ,New Zealand,1.932,77603.31
02/01/2023 23:30:00,03/01/2023 00:00:00,NZ,New Zealand,1.865,40791.48
03/01/2023 00:00:00,03/01/2023 00:30:00,NZ,New Zealand,1.792,96641.31
03/01/2023 00:30:00,03/01/2023 01:00:00,NZ,New Zealand,1.738,47064.61
03/01/2023 01:00:00,03/01/2023 01:30:00,NZ,New Zealand,1.698,18734.1
03/01/2023 01:30:00,03/01/2023 02:00:00,NZ,New Zealand,1.661,19355.74
03/01/2023 02:00:00,03/01/2023 02:30:00,NZ,New Zealand,1.645,70881.64
03/01/2023 02:30:00,03/01/2023 03:00:00,NZ,New Zealand,1.63,68921.93
03/01/2023 03:00:00,03/01/2023 03:30:00,NZ,New Zealand,1.618,61522.38
03/01/2023 03:30:00,03/01/2023 04:00:00,NZ,New Zealand,1.606,17452.06
03/01/2023 04:00:00,03/01/2023 04:30:00,NZ,New Zealand,1.608,16442.37
03/01/2023 04:30:00,03/01/2023 05:00:00,NZ,New Zealand,1.621,19200.19
03/01/2023 05:00:00,03/01/2023 05:30:00,NZ,New Zealand,1.67,26065.28
03/01/2023 05:30:00,03/01/2023 06:00:00,NZ,New Zealand,1.716,45049.62
03/01/2023 06:00:00,03/01/2023 06:30:00,NZ,New Zealand,1.764,59966.91
03/01/2023 06:30:00,03/01/2023 07:00:00,NZ,New Zealand,1.82,30487.67
03/01/2023 07:00:00,03/01/2023 07:30:00,NZ,New Zealand,1.896,75512.75
03/01/2023 07:30:00,03/01/2023 08:00:00,NZ,New Zealand,1.959,70910
03/01/2023 08:00:00,03/01/2023 08:30:00,NZ,New Zealand,2.031,20074.96
03/01/2023 08:30:00,03/01/2023 09:00:00,NZ,New Zealand,2.097,18116.43
03/01/2023 09:00:00,03/01/2023 09:30:00,NZ,New Zealand,2.189,20765.52
03/01/2023 09:30:00,03/01/2023 10:00:00,NZ,New Zealand,2.222,39699.32
03/01/2023 10:00:00,03/01/2023 10:30:00,NZ,New Zealand,2.242,69457.86
03/01/2023 10:30:00,03/01/2023 11:00:00,NZ,New Zealand,2.24,25858.03
03/01/2023 11:00:00,03/01/2023 11:30:00,NZ,New Zealand,2.242,22329.48
03/01/2023 11:30:00,03/01/2023 12:00:00,NZ,New Zealand,2.241,23197.66
03/01/2023 12:00:00,03/01/2023 12:30:00,NZ,New Zealand,2.236,38427.99
03/01/2023 12:30:00,03/01/2023 13:00:00,NZ,New Zealand,2.217,23599.3
03/01/2023 13:00:00,03/01/2023 13:30:00,NZ,New Zealand,2.201,146137.25
03/01/2023 13:30:00,03/01/2023 14:00:00,NZ,New Zealand,2.191,146077.97
03/01/2023 14:00:00,03/01/2023 14:30:00,NZ,New Zealand,2.19,138734.58
03/01/2023 14:30:00,03/01/2023 15:00:00,NZ,New Zealand,2.201,131747.52
03/01/2023 15:00:00,03/01/2023 15:30:00,NZ,New Zealand,2.161,120609.49
03/01/2023 15:30:00,03/01/2023 16:00:00,NZ,New Zealand,2.213,144590.55
03/01/2023 16:00:00,03/01/2023 16:30:00,NZ,New Zealand,2.235,184046.57
03/01/2023 16:30:00,03/01/2023 17:00:00,NZ,New Zealand,2.263,180047.96
03/01/2023 17:00:00,03/01/2023 17:30:00,NZ,New Zealand,2.301,173747.12
03/01/2023 17:30:00,03/01/2023 18:00:00,NZ,New Zealand,2.335,200005.38
03/01/2023 18:00:00,03/01/2023 18:30:00,NZ,New Zealand,2.328,198974.95
03/01/2023 18:30:00,03/01/2023 19:00:00,NZ,New Zealand,2.316,201814.33
03/01/2023 19:00:00,03/01/2023 19:30:00,NZ,New Zealand,2.275,190362.26
03/01/2023 19:30:00,03/01/2023 20:00:00,NZ,New Zealand,2.231,185351.13
03/01/2023 20:00:00,03/01/2023 20:30:00,NZ,New Zealand,2.191,182039.9
03/01/2023 20:30:00,03/01/2023 21:00:00,NZ,New Zealand,2.176,179792.57
03/01/2023 21:00:00,03/01/2023 21:30:00,NZ,New Zealand,2.186,182438.73
03/01/2023 21:30:00,03/01/2023 22:00:00,NZ,New Zealand,2.159,179084.19
03/01/2023 22:00:00,03/01/2023 22:30:00,NZ,New Zealand,2.093,168974.23
03/01/2023 22:30:00,03/01/2023 23:00:00,NZ,New Zealand,2.018,137257.61
03/01/2023 23:00:00,03/01/2023 23:30:00,NZ,New Zealand,1.966,143455.47
03/01/2023 23:30:00,04/01/2023 00:00:00,NZ,New Zealand,1.897,130196.78
04/01/2023 00:00:00,04/01/2023 00:30:00,NZ,New Zealand,1.828,74222.25
04/01/2023 00:30:00,04/01/2023 01:00:00,NZ,New Zealand,1.775,71662.42
04/01/2023 01:00:00,04/01/2023 01:30:00,NZ,New Zealand,1.731,69629.07
04/01/2023 01:30:00,04/01/2023 02:00:00,NZ,New Zealand,1.69,67554.39
04/01/2023 02:00:00,04/01/2023 02:30:00,NZ,New Zealand,1.666,66829.28
04/01/2023 02:30:00,04/01/2023 03:00:00,NZ,New Zealand,1.654,66643.62
04/01/2023 03:00:00,04/01/2023 03:30:00,NZ,New Zealand,1.652,67306.13
04/01/2023 03:30:00,04/01/2023 04:00:00,NZ,New Zealand,1.646,66649.78
04/01/2023 04:00:00,04/01/2023 04:30:00,NZ,New Zealand,1.65,66313.44
04/01/2023 04:30:00,04/01/2023 05:00:00,NZ,New Zealand,1.677,67420.74
04/01/2023 05:00:00,04/01/2023 05:30:00,NZ,New Zealand,1.739,70535.45
04/01/2023 05:30:00,04/01/2023 06:00:00,NZ,New Zealand,1.808,73313.29
04/01/2023 06:00:00,04/01/2023 06:30:00,NZ,New Zealand,1.896,77769.19
04/01/2023 06:30:00,04/01/2023 07:00:00,NZ,New Zealand,1.975,63177.31
04/01/2023 07:00:00,04/01/2023 07:30:00,NZ,New Zealand,2.071,67097.92
04/01/2023 07:30:00,04/01/2023 08:00:00,NZ,New Zealand,2.144,89628.61
04/01/2023 08:00:00,04/01/2023 08:30:00,NZ,New Zealand,2.224,88199.92
04/01/2023 08:30:00,04/01/2023 09:00:00,NZ,New Zealand,2.294,72193.02
04/01/2023 09:00:00,04/01/2023 09:30:00,NZ,New Zealand,2.382,109194.21
04/01/2023 09:30:00,04/01/2023 10:00:00,NZ,New Zealand,2.409,105671.09
04/01/2023 10:00:00,04/01/2023 10:30:00,NZ,New Zealand,2.403,104107.69
04/01/2023 10:30:00,04/01/2023 11:00:00,NZ,New Zealand,2.392,94242.78
04/01/2023 11:00:00,04/01/2023 11:30:00,NZ,New Zealand,2.394,83571.99
04/01/2023 11:30:00,04/01/2023 12:00:00,NZ,New Zealand,2.4,104033.66
04/01/2023 12:00:00,04/01/2023 12:30:00,NZ,New Zealand,2.4,103344.33
04/01/2023 12:30:00,04/01/2023 13:00:00,NZ,New Zealand,2.389,100995.42
04/01/2023 13:00:00,04/01/2023 13:30:00,NZ,New Zealand,2.378,98253.16
04/01/2023 13:30:00,04/01/2023 14:00:00,NZ,New Zealand,2.364,97590.64
04/01/2023 14:00:00,04/01/2023 14:30:00,NZ,New Zealand,2.364,84334.99
04/01/2023 14:30:00,04/01/2023 15:00:00,NZ,New Zealand,2.37,104726.35
04/01/2023 15:00:00,04/01/2023 15:30:00,NZ,New Zealand,2.362,154174.34
04/01/2023 15:30:00,04/01/2023 16:00:00,NZ,New Zealand,2.378,124242.77
04/01/2023 16:00:00,04/01/2023 16:30:00,NZ,New Zealand,2.392,179663.7
04/01/2023 16:30:00,04/01/2023 17:00:00,NZ,New Zealand,2.419,203031.83
04/01/2023 17:00:00,04/01/2023 17:30:00,NZ,New Zealand,2.443,173572.05
04/01/2023 17:30:00,04/01/2023 18:00:00,NZ,New Zealand,2.47,184937
04/01/2023 18:00:00,04/01/2023 18:30:00,NZ,New Zealand,2.445,121178.85
04/01/2023 18:30:00,04/01/2023 19:00:00,NZ,New Zealand,2.415,127286.49
04/01/2023 19:00:00,04/01/2023 19:30:00,NZ,New Zealand,2.356,100787.98
04/01/2023 19:30:00,04/01/2023 20:00:00,NZ,New Zealand,2.306,97666.33
04/01/2023 20:00:00,04/01/2023 20:30:00,NZ,New Zealand,2.264,93095.31
04/01/2023 20:30:00,04/01/2023 21:00:00,NZ,New Zealand,2.245,95202.82
04/01/2023 21:00:00,04/01/2023 21:30:00,NZ,New Zealand,2.237,95555.69
04/01/2023 21:30:00,04/01/2023 22:00:00,NZ,New Zealand,2.194,92552.21
04/01/2023 22:00:00,04/01/2023 22:30:00,NZ,New Zealand,2.119,88030.61
04/01/2023 22:30:00,04/01/2023 23:00:00,NZ,New Zealand,2.042,85380.31
04/01/2023 23:00:00,04/01/2023 23:30:00,NZ,New Zealand,2,83098.87
04/01/2023 23:30:00,05/01/2023 00:00:00,NZ,New Zealand,1.931,79585.13
05/01/2023 00:00:00,05/01/2023 00:30:00,NZ,New Zealand,1.857,75480.21
05/01/2023 00:30:00,05/01/2023 01:00:00,NZ,New Zealand,1.802,74252
05/01/2023 01:00:00,05/01/2023 01:30:00,NZ,New Zealand,1.757,72318.53
05/01/2023 01:30:00,05/01/2023 02:00:00,NZ,New Zealand,1.725,70283.87
05/01/2023 02:00:00,05/01/2023 02:30:00,NZ,New Zealand,1.706,69534.48
05/01/2023 02:30:00,05/01/2023 03:00:00,NZ,New Zealand,1.685,69206.82
05/01/2023 03:00:00,05/01/2023 03:30:00,NZ,New Zealand,1.677,68268.55
05/01/2023 03:30:00,05/01/2023 04:00:00,NZ,New Zealand,1.67,68429.87
05/01/2023 04:00:00,05/01/2023 04:30:00,NZ,New Zealand,1.682,67927.88
05/01/2023 04:30:00,05/01/2023 05:00:00,NZ,New Zealand,1.704,69000.64
05/01/2023 05:00:00,05/01/2023 05:30:00,NZ,New Zealand,1.761,71831.45
05/01/2023 05:30:00,05/01/2023 06:00:00,NZ,New Zealand,1.835,75095.28
05/01/2023 06:00:00,05/01/2023 06:30:00,NZ,New Zealand,1.927,79830.44
05/01/2023 06:30:00,05/01/2023 07:00:00,NZ,New Zealand,1.991,82461.99
05/01/2023 07:00:00,05/01/2023 07:30:00,NZ,New Zealand,2.083,82257.42
05/01/2023 07:30:00,05/01/2023 08:00:00,NZ,New Zealand,2.159,91495.25
05/01/2023 08:00:00,05/01/2023 08:30:00,NZ,New Zealand,2.24,92109.31
05/01/2023 08:30:00,05/01/2023 09:00:00,NZ,New Zealand,2.283,56372.88
05/01/2023 09:00:00,05/01/2023 09:30:00,NZ,New Zealand,2.376,71486.64
05/01/2023 09:30:00,05/01/2023 10:00:00,NZ,New Zealand,2.404,104094.7
05/01/2023 10:00:00,05/01/2023 10:30:00,NZ,New Zealand,2.411,108398.09
05/01/2023 10:30:00,05/01/2023 11:00:00,NZ,New Zealand,2.408,98879.32
05/01/2023 11:00:00,05/01/2023 11:30:00,NZ,New Zealand,2.406,72484.11
05/01/2023 11:30:00,05/01/2023 12:00:00,NZ,New Zealand,2.395,82734.1
05/01/2023 12:00:00,05/01/2023 12:30:00,NZ,New Zealand,2.401,91783.72
05/01/2023 12:30:00,05/01/2023 13:00:00,NZ,New Zealand,2.394,94262.6
05/01/2023 13:00:00,05/01/2023 13:30:00,NZ,New Zealand,2.384,100948.03
05/01/2023 13:30:00,05/01/2023 14:00:00,NZ,New Zealand,2.367,83678.7
05/01/2023 14:00:00,05/01/2023 14:30:00,NZ,New Zealand,2.37,98615.31
05/01/2023 14:30:00,05/01/2023 15:00:00,NZ,New Zealand,2.375,90025.43
05/01/2023 15:00:00,05/01/2023 15:30:00,NZ,New Zealand,2.361,105317.83
05/01/2023 15:30:00,05/01/2023 16:00:00,NZ,New Zealand,2.379,121374.31
05/01/2023 16:00:00,05/01/2023 16:30:00,NZ,New Zealand,2.396,181760.44
05/01/2023 16:30:00,05/01/2023 17:00:00,NZ,New Zealand,2.415,190891.67
05/01/2023 17:00:00,05/01/2023 17:30:00,NZ,New Zealand,2.435,180335.11
05/01/2023 17:30:00,05/01/2023 18:00:00,NZ,New Zealand,2.449,163807.18
05/01/2023 18:00:00,05/01/2023 18:30:00,NZ,New Zealand,2.425,124539.81
05/01/2023 18:30:00,05/01/2023 19:00:00,NZ,New Zealand,2.411,307839.67
05/01/2023 19:00:00,05/01/2023 19:30:00,NZ,New Zealand,2.362,210143.67
05/01/2023 19:30:00,05/01/2023 20:00:00,NZ,New Zealand,2.312,134134.15
05/01/2023 20:00:00,05/01/2023 20:30:00,NZ,New Zealand,2.275,115130.35
05/01/2023 20:30:00,05/01/2023 21:00:00,NZ,New Zealand,2.251,125368.15
05/01/2023 21:00:00,05/01/2023 21:30:00,NZ,New Zealand,2.247,126246.12
05/01/2023 21:30:00,05/01/2023 22:00:00,NZ,New Zealand,2.204,103370.47
05/01/2023 22:00:00,05/01/2023 22:30:00,NZ,New Zealand,2.133,88514.47
05/01/2023 22:30:00,05/01/2023 23:00:00,NZ,New Zealand,2.062,85478.42
05/01/2023 23:00:00,05/01/2023 23:30:00,NZ,New Zealand,2.014,83334.48
05/01/2023 23:30:00,06/01/2023 00:00:00,NZ,New Zealand,1.941,129266.86
06/01/2023 00:00:00,06/01/2023 00:30:00,NZ,New Zealand,1.865,90029.2
06/01/2023 00:30:00,06/01/2023 01:00:00,NZ,New Zealand,1.806,97395.05
06/01/2023 01:00:00,06/01/2023 01:30:00,NZ,New Zealand,1.763,78046.58
06/01/2023 01:30:00,06/01/2023 02:00:00,NZ,New Zealand,1.728,70619.14
06/01/2023 02:00:00,06/01/2023 02:30:00,NZ,New Zealand,1.703,69702.02
06/01/2023 02:30:00,06/01/2023 03:00:00,NZ,New Zealand,1.681,68374
06/01/2023 03:00:00,06/01/2023 03:30:00,NZ,New Zealand,1.668,67713.78
06/01/2023 03:30:00,06/01/2023 04:00:00,NZ,New Zealand,1.655,66255.74
06/01/2023 04:00:00,06/01/2023 04:30:00,NZ,New Zealand,1.66,66240.54
06/01/2023 04:30:00,06/01/2023 05:00:00,NZ,New Zealand,1.683,67186.27
06/01/2023 05:00:00,06/01/2023 05:30:00,NZ,New Zealand,1.75,71409.06
06/01/2023 05:30:00,06/01/2023 06:00:00,NZ,New Zealand,1.82,74658.76
06/01/2023 06:00:00,06/01/2023 06:30:00,NZ,New Zealand,1.907,79841.58
06/01/2023 06:30:00,06/01/2023 07:00:00,NZ,New Zealand,1.985,83396.13
06/01/2023 07:00:00,06/01/2023 07:30:00,NZ,New Zealand,2.089,88964.75
06/01/2023 07:30:00,06/01/2023 08:00:00,NZ,New Zealand,2.176,93229.19
06/01/2023 08:00:00,06/01/2023 08:30:00,NZ,New Zealand,2.265,127588.37
06/01/2023 08:30:00,06/01/2023 09:00:00,NZ,New Zealand,2.339,115019.92
06/01/2023 09:00:00,06/01/2023 09:30:00,NZ,New Zealand,2.434,133347.61
06/01/2023 09:30:00,06/01/2023 10:00:00,NZ,New Zealand,2.457,160028.34
06/01/2023 10:00:00,06/01/2023 10:30:00,NZ,New Zealand,2.468,179000.91
06/01/2023 10:30:00,06/01/2023 11:00:00,NZ,New Zealand,2.464,152622.27
06/01/2023 11:00:00,06/01/2023 11:30:00,NZ,New Zealand,2.464,170365.86
06/01/2023 11:30:00,06/01/2023 12:00:00,NZ,New Zealand,2.462,181971.94
06/01/2023 12:00:00,06/01/2023 12:30:00,NZ,New Zealand,2.447,183123.62
06/01/2023 12:30:00,06/01/2023 13:00:00,NZ,New Zealand,2.446,181967.55
06/01/2023 13:00:00,06/01/2023 13:30:00,NZ,New Zealand,2.438,174381.23
06/01/2023 13:30:00,06/01/2023 14:00:00,NZ,New Zealand,2.417,134427.63
06/01/2023 14:00:00,06/01/2023 14:30:00,NZ,New Zealand,2.426,154436.26
06/01/2023 14:30:00,06/01/2023 15:00:00,NZ,New Zealand,2.44,172823.73
06/01/2023 15:00:00,06/01/2023 15:30:00,NZ,New Zealand,2.396,180637.21
06/01/2023 15:30:00,06/01/2023 16:00:00,NZ,New Zealand,2.42,169894.4
06/01/2023 16:00:00,06/01/2023 16:30:00,NZ,New Zealand,2.434,184633.63
06/01/2023 16:30:00,06/01/2023 17:00:00,NZ,New Zealand,2.456,186316.56
06/01/2023 17:00:00,06/01/2023 17:30:00,NZ,New Zealand,2.465,195731.74
06/01/2023 17:30:00,06/01/2023 18:00:00,NZ,New Zealand,2.475,407288.16
06/01/2023 18:00:00,06/01/2023 18:30:00,NZ,New Zealand,2.435,181322.42
06/01/2023 18:30:00,06/01/2023 19:00:00,NZ,New Zealand,2.404,183457.71
06/01/2023 19:00:00,06/01/2023 19:30:00,NZ,New Zealand,2.35,169498.39
06/01/2023 19:30:00,06/01/2023 20:00:00,NZ,New Zealand,2.299,104825.79
06/01/2023 20:00:00,06/01/2023 20:30:00,NZ,New Zealand,2.252,96191.65
06/01/2023 20:30:00,06/01/2023 21:00:00,NZ,New Zealand,2.225,135928.41
06/01/2023 21:00:00,06/01/2023 21:30:00,NZ,New Zealand,2.228,147692.02
06/01/2023 21:30:00,06/01/2023 22:00:00,NZ,New Zealand,2.183,91741.18
06/01/2023 22:00:00,06/01/2023 22:30:00,NZ,New Zealand,2.113,86857.35
06/01/2023 22:30:00,06/01/2023 23:00:00,NZ,New Zealand,2.04,82704.19
06/01/2023 23:00:00,06/01/2023 23:30:00,NZ,New Zealand,2.005,81769.48
06/01/2023 23:30:00,07/01/2023 00:00:00,NZ,New Zealand,1.935,78583.01
07/01/2023 00:00:00,07/01/2023 00:30:00,NZ,New Zealand,1.856,82139.61
07/01/2023 00:30:00,07/01/2023 01:00:00,NZ,New Zealand,1.795,82474.15
07/01/2023 01:00:00,07/01/2023 01:30:00,NZ,New Zealand,1.752,70537.73
07/01/2023 01:30:00,07/01/2023 02:00:00,NZ,New Zealand,1.716,68983.25
07/01/2023 02:00:00,07/01/2023 02:30:00,NZ,New Zealand,1.687,67551.22
07/01/2023 02:30:00,07/01/2023 03:00:00,NZ,New Zealand,1.667,65802.91
07/01/2023 03:00:00,07/01/2023 03:30:00,NZ,New Zealand,1.653,64524.22
07/01/2023 03:30:00,07/01/2023 04:00:00,NZ,New Zealand,1.64,63861.88
07/01/2023 04:00:00,07/01/2023 04:30:00,NZ,New Zealand,1.642,64369.41
07/01/2023 04:30:00,07/01/2023 05:00:00,NZ,New Zealand,1.656,64732.62
07/01/2023 05:00:00,07/01/2023 05:30:00,NZ,New Zealand,1.701,67689.36
07/01/2023 05:30:00,07/01/2023 06:00:00,NZ,New Zealand,1.75,70873.39
07/01/2023 06:00:00,07/01/2023 06:30:00,NZ,New Zealand,1.799,73348.01
07/01/2023 06:30:00,07/01/2023 07:00:00,NZ,New Zealand,1.845,22404.49
07/01/2023 07:00:00,07/01/2023 07:30:00,NZ,New Zealand,1.914,51128.58
07/01/2023 07:30:00,07/01/2023 08:00:00,NZ,New Zealand,1.982,36618.97
07/01/2023 08:00:00,07/01/2023 08:30:00,NZ,New Zealand,2.063,10458.63
07/01/2023 08:30:00,07/01/2023 09:00:00,NZ,New Zealand,2.144,20265.29
07/01/2023 09:00:00,07/01/2023 09:30:00,NZ,New Zealand,2.244,67580.95
07/01/2023 09:30:00,07/01/2023 10:00:00,NZ,New Zealand,2.277,22095.06
07/01/2023 10:00:00,07/01/2023 10:30:00,NZ,New Zealand,2.29,14722.05
07/01/2023 10:30:00,07/01/2023 11:00:00,NZ,New Zealand,2.296,24472.27
07/01/2023 11:00:00,07/01/2023 11:30:00,NZ,New Zealand,2.299,35984.07
