Period start,Period end,Region ID,Region,Demand (GWh),Demand ($)
20/02/2023 01:30:00,20/02/2023 02:00:00,NZ,New Zealand,1.658,251555.62
20/02/2023 02:00:00,20/02/2023 02:30:00,NZ,New Zealand,1.642,253437.75
20/02/2023 02:30:00,20/02/2023 03:00:00,NZ,New Zealand,1.631,271908.1
20/02/2023 03:00:00,20/02/2023 03:30:00,NZ,New Zealand,1.626,298849.72
20/02/2023 03:30:00,20/02/2023 04:00:00,NZ,New Zealand,1.622,327182.01
20/02/2023 04:00:00,20/02/2023 04:30:00,NZ,New Zealand,1.636,360694.23
20/02/2023 04:30:00,20/02/2023 05:00:00,NZ,New Zealand,1.673,329215.27
20/02/2023 05:00:00,20/02/2023 05:30:00,NZ,New Zealand,1.763,380609.56
20/02/2023 05:30:00,20/02/2023 06:00:00,NZ,New Zealand,1.87,361452.38
20/02/2023 06:00:00,20/02/2023 06:30:00,NZ,New Zealand,2.045,380731.79
20/02/2023 06:30:00,20/02/2023 07:00:00,NZ,New Zealand,2.211,508910.44
20/02/2023 07:00:00,20/02/2023 07:30:00,NZ,New Zealand,2.389,519364.98
20/02/2023 07:30:00,20/02/2023 08:00:00,NZ,New Zealand,2.495,650533.59
20/02/2023 08:00:00,20/02/2023 08:30:00,NZ,New Zealand,2.529,676469.62
20/02/2023 08:30:00,20/02/2023 09:00:00,NZ,New Zealand,2.523,687214.56
20/02/2023 09:00:00,20/02/2023 09:30:00,NZ,New Zealand,2.552,615954.21
20/02/2023 09:30:00,20/02/2023 10:00:00,NZ,New Zealand,2.545,608153.07
20/02/2023 10:00:00,20/02/2023 10:30:00,NZ,New Zealand,2.534,620632.66
20/02/2023 10:30:00,20/02/2023 11:00:00,NZ,New Zealand,2.537,600233.25
20/02/2023 11:00:00,20/02/2023 11:30:00,NZ,New Zealand,2.544,608793.01
20/02/2023 11:30:00,20/02/2023 12:00:00,NZ,New Zealand,2.553,620657.29
20/02/2023 12:00:00,20/02/2023 12:30:00,NZ,New Zealand,2.557,615888.01
20/02/2023 12:30:00,20/02/2023 13:00:00,NZ,New Zealand,2.559,647316.47
20/02/2023 13:00:00,20/02/2023 13:30:00,NZ,New Zealand,2.556,634785.97
20/02/2023 13:30:00,20/02/2023 14:00:00,NZ,New Zealand,2.558,632844.8
20/02/2023 14:00:00,20/02/2023 14:30:00,NZ,New Zealand,2.575,695078.97
20/02/2023 14:30:00,20/02/2023 15:00:00,NZ,New Zealand,2.59,702368.49
20/02/2023 15:00:00,20/02/2023 15:30:00,NZ,New Zealand,2.57,723357.44
20/02/2023 15:30:00,20/02/2023 16:00:00,NZ,New Zealand,2.611,722479.64
20/02/2023 16:00:00,20/02/2023 16:30:00,NZ,New Zealand,2.629,730482.09
20/02/2023 16:30:00,20/02/2023 17:00:00,NZ,New Zealand,2.641,743051.76
20/02/2023 17:00:00,20/02/2023 17:30:00,NZ,New Zealand,2.656,730613.11
20/02/2023 17:30:00,20/02/2023 18:00:00,NZ,New Zealand,2.683,863502.8
20/02/2023 18:00:00,20/02/2023 18:30:00,NZ,New Zealand,2.657,855403.52
20/02/2023 18:30:00,20/02/2023 19:00:00,NZ,New Zealand,2.633,824696.49
20/02/2023 19:00:00,20/02/2023 19:30:00,NZ,New Zealand,2.57,744074.55
20/02/2023 19:30:00,20/02/2023 20:00:00,NZ,New Zealand,2.516,715529.27
20/02/2023 20:00:00,20/02/2023 20:30:00,NZ,New Zealand,2.47,673262.39
20/02/2023 20:30:00,20/02/2023 21:00:00,NZ,New Zealand,2.466,734937.92
20/02/2023 21:00:00,20/02/2023 21:30:00,NZ,New Zealand,2.435,769111.11
20/02/2023 21:30:00,20/02/2023 22:00:00,NZ,New Zealand,2.352,713768.74
20/02/2023 22:00:00,20/02/2023 22:30:00,NZ,New Zealand,2.241,534286.2
20/02/2023 22:30:00,20/02/2023 23:00:00,NZ,New Zealand,2.131,452876.4
20/02/2023 23:00:00,20/02/2023 23:30:00,NZ,New Zealand,2.06,379699.72
20/02/2023 23:30:00,21/02/2023 00:00:00,NZ,New Zealand,1.973,208702.45
21/02/2023 00:00:00,21/02/2023 00:30:00,NZ,New Zealand,1.897,112830.85
21/02/2023 00:30:00,21/02/2023 01:00:00,NZ,New Zealand,1.839,320963.41
21/02/2023 01:00:00,21/02/2023 01:30:00,NZ,New Zealand,1.799,380290.35
21/02/2023 01:30:00,21/02/2023 02:00:00,NZ,New Zealand,1.765,268759.29
21/02/2023 02:00:00,21/02/2023 02:30:00,NZ,New Zealand,1.737,218947.45
21/02/2023 02:30:00,21/02/2023 03:00:00,NZ,New Zealand,1.72,178626.92
21/02/2023 03:00:00,21/02/2023 03:30:00,NZ,New Zealand,1.708,179645.75
21/02/2023 03:30:00,21/02/2023 04:00:00,NZ,New Zealand,1.704,178205.47
21/02/2023 04:00:00,21/02/2023 04:30:00,NZ,New Zealand,1.714,68769.41
21/02/2023 04:30:00,21/02/2023 05:00:00,NZ,New Zealand,1.743,133828.81
21/02/2023 05:00:00,21/02/2023 05:30:00,NZ,New Zealand,1.833,169191.43
21/02/2023 05:30:00,21/02/2023 06:00:00,NZ,New Zealand,1.943,308661.74
21/02/2023 06:00:00,21/02/2023 06:30:00,NZ,New Zealand,2.106,314983.81
21/02/2023 06:30:00,21/02/2023 07:00:00,NZ,New Zealand,2.267,417628.5
21/02/2023 07:00:00,21/02/2023 07:30:00,NZ,New Zealand,2.435,351407.06
21/02/2023 07:30:00,21/02/2023 08:00:00,NZ,New Zealand,2.536,505256.36
21/02/2023 08:00:00,21/02/2023 08:30:00,NZ,New Zealand,2.556,397081.76
21/02/2023 08:30:00,21/02/2023 09:00:00,NZ,New Zealand,2.535,249124.06
21/02/2023 09:00:00,21/02/2023 09:30:00,NZ,New Zealand,2.567,272631.69
21/02/2023 09:30:00,21/02/2023 10:00:00,NZ,New Zealand,2.558,420625.63
21/02/2023 10:00:00,21/02/2023 10:30:00,NZ,New Zealand,2.554,553094.04
21/02/2023 10:30:00,21/02/2023 11:00:00,NZ,New Zealand,2.555,458735.6
21/02/2023 11:00:00,21/02/2023 11:30:00,NZ,New Zealand,2.569,578257.94
21/02/2023 11:30:00,21/02/2023 12:00:00,NZ,New Zealand,2.581,626336.13
21/02/2023 12:00:00,21/02/2023 12:30:00,NZ,New Zealand,2.59,679410.37
21/02/2023 12:30:00,21/02/2023 13:00:00,NZ,New Zealand,2.598,669287.79
21/02/2023 13:00:00,21/02/2023 13:30:00,NZ,New Zealand,2.597,613594.38
21/02/2023 13:30:00,21/02/2023 14:00:00,NZ,New Zealand,2.597,632116.1
21/02/2023 14:00:00,21/02/2023 14:30:00,NZ,New Zealand,2.609,607315.1
21/02/2023 14:30:00,21/02/2023 15:00:00,NZ,New Zealand,2.618,552009.67
21/02/2023 15:00:00,21/02/2023 15:30:00,NZ,New Zealand,2.589,632123.2
21/02/2023 15:30:00,21/02/2023 16:00:00,NZ,New Zealand,2.621,685916.22
21/02/2023 16:00:00,21/02/2023 16:30:00,NZ,New Zealand,2.65,721926.61
21/02/2023 16:30:00,21/02/2023 17:00:00,NZ,New Zealand,2.661,648562.4
21/02/2023 17:00:00,21/02/2023 17:30:00,NZ,New Zealand,2.663,677018.33
21/02/2023 17:30:00,21/02/2023 18:00:00,NZ,New Zealand,2.69,724920.99
21/02/2023 18:00:00,21/02/2023 18:30:00,NZ,New Zealand,2.658,683467.71
21/02/2023 18:30:00,21/02/2023 19:00:00,NZ,New Zealand,2.628,665056.6
21/02/2023 19:00:00,21/02/2023 19:30:00,NZ,New Zealand,2.567,616572.47
21/02/2023 19:30:00,21/02/2023 20:00:00,NZ,New Zealand,2.504,546925.37
21/02/2023 20:00:00,21/02/2023 20:30:00,NZ,New Zealand,2.466,548787.8
21/02/2023 20:30:00,21/02/2023 21:00:00,NZ,New Zealand,2.457,644614.24
21/02/2023 21:00:00,21/02/2023 21:30:00,NZ,New Zealand,2.42,634510.94
21/02/2023 21:30:00,21/02/2023 22:00:00,NZ,New Zealand,2.332,589042.6
21/02/2023 22:00:00,21/02/2023 22:30:00,NZ,New Zealand,2.216,423276.09
21/02/2023 22:30:00,21/02/2023 23:00:00,NZ,New Zealand,2.108,310122.98
21/02/2023 23:00:00,21/02/2023 23:30:00,NZ,New Zealand,2.038,508965.88
21/02/2023 23:30:00,22/02/2023 00:00:00,NZ,New Zealand,1.955,334768.57
22/02/2023 00:00:00,22/02/2023 00:30:00,NZ,New Zealand,1.875,253768.29
22/02/2023 00:30:00,22/02/2023 01:00:00,NZ,New Zealand,1.82,397793.11
22/02/2023 01:00:00,22/02/2023 01:30:00,NZ,New Zealand,1.782,460182.05
22/02/2023 01:30:00,22/02/2023 02:00:00,NZ,New Zealand,1.753,390241.7
22/02/2023 02:00:00,22/02/2023 02:30:00,NZ,New Zealand,1.725,363262.79
22/02/2023 02:30:00,22/02/2023 03:00:00,NZ,New Zealand,1.703,331039.42
22/02/2023 03:00:00,22/02/2023 03:30:00,NZ,New Zealand,1.694,335446.47
22/02/2023 03:30:00,22/02/2023 04:00:00,NZ,New Zealand,1.688,316061.58
22/02/2023 04:00:00,22/02/2023 04:30:00,NZ,New Zealand,1.697,302917.68
22/02/2023 04:30:00,22/02/2023 05:00:00,NZ,New Zealand,1.731,322411.62
22/02/2023 05:00:00,22/02/2023 05:30:00,NZ,New Zealand,1.821,402081.53
22/02/2023 05:30:00,22/02/2023 06:00:00,NZ,New Zealand,1.932,472073.82
22/02/2023 06:00:00,22/02/2023 06:30:00,NZ,New Zealand,2.106,404979.14
22/02/2023 06:30:00,22/02/2023 07:00:00,NZ,New Zealand,2.278,609092.94
22/02/2023 07:00:00,22/02/2023 07:30:00,NZ,New Zealand,2.447,767220.9
22/02/2023 07:30:00,22/02/2023 08:00:00,NZ,New Zealand,2.545,710268.46
22/02/2023 08:00:00,22/02/2023 08:30:00,NZ,New Zealand,2.565,754041.55
22/02/2023 08:30:00,22/02/2023 09:00:00,NZ,New Zealand,2.552,778508.83
22/02/2023 09:00:00,22/02/2023 09:30:00,NZ,New Zealand,2.573,812901.25
22/02/2023 09:30:00,22/02/2023 10:00:00,NZ,New Zealand,2.554,688221.83
22/02/2023 10:00:00,22/02/2023 10:30:00,NZ,New Zealand,2.549,761880.41
22/02/2023 10:30:00,22/02/2023 11:00:00,NZ,New Zealand,2.545,609686.03
22/02/2023 11:00:00,22/02/2023 11:30:00,NZ,New Zealand,2.546,620057.51
22/02/2023 11:30:00,22/02/2023 12:00:00,NZ,New Zealand,2.545,566327.2
22/02/2023 12:00:00,22/02/2023 12:30:00,NZ,New Zealand,2.54,496600.03
22/02/2023 12:30:00,22/02/2023 13:00:00,NZ,New Zealand,2.54,52288.12
22/02/2023 13:00:00,22/02/2023 13:30:00,NZ,New Zealand,2.535,35966.53
22/02/2023 13:30:00,22/02/2023 14:00:00,NZ,New Zealand,2.528,19294.31
22/02/2023 14:00:00,22/02/2023 14:30:00,NZ,New Zealand,2.516,11578.11
22/02/2023 14:30:00,22/02/2023 15:00:00,NZ,New Zealand,2.518,6178.52
22/02/2023 15:00:00,22/02/2023 15:30:00,NZ,New Zealand,2.479,379589.19
22/02/2023 15:30:00,22/02/2023 16:00:00,NZ,New Zealand,2.525,526058.93
22/02/2023 16:00:00,22/02/2023 16:30:00,NZ,New Zealand,2.543,599609.54
22/02/2023 16:30:00,22/02/2023 17:00:00,NZ,New Zealand,2.553,652055.19
22/02/2023 17:00:00,22/02/2023 17:30:00,NZ,New Zealand,2.559,686633.71
22/02/2023 17:30:00,22/02/2023 18:00:00,NZ,New Zealand,2.599,765911.63
22/02/2023 18:00:00,22/02/2023 18:30:00,NZ,New Zealand,2.573,713711.54
22/02/2023 18:30:00,22/02/2023 19:00:00,NZ,New Zealand,2.544,691847.12
22/02/2023 19:00:00,22/02/2023 19:30:00,NZ,New Zealand,2.483,651793.03
22/02/2023 19:30:00,22/02/2023 20:00:00,NZ,New Zealand,2.436,629152.15
22/02/2023 20:00:00,22/02/2023 20:30:00,NZ,New Zealand,2.41,642468.73
22/02/2023 20:30:00,22/02/2023 21:00:00,NZ,New Zealand,2.405,653937.85
22/02/2023 21:00:00,22/02/2023 21:30:00,NZ,New Zealand,2.369,725839.37
22/02/2023 21:30:00,22/02/2023 22:00:00,NZ,New Zealand,2.284,600631.01
22/02/2023 22:00:00,22/02/2023 22:30:00,NZ,New Zealand,2.168,527729.37
22/02/2023 22:30:00,22/02/2023 23:00:00,NZ,New Zealand,2.06,480512.89
22/02/2023 23:00:00,22/02/2023 23:30:00,NZ,New Zealand,1.993,449465.25
22/02/2023 23:30:00,23/02/2023 00:00:00,NZ,New Zealand,1.914,383577.24
23/02/2023 00:00:00,23/02/2023 00:30:00,NZ,New Zealand,1.84,195091.05
23/02/2023 00:30:00,23/02/2023 01:00:00,NZ,New Zealand,1.78,74746.98
23/02/2023 01:00:00,23/02/2023 01:30:00,NZ,New Zealand,1.742,175835.64
23/02/2023 01:30:00,23/02/2023 02:00:00,NZ,New Zealand,1.707,174309.13
23/02/2023 02:00:00,23/02/2023 02:30:00,NZ,New Zealand,1.682,170003.69
23/02/2023 02:30:00,23/02/2023 03:00:00,NZ,New Zealand,1.664,166365.72
23/02/2023 03:00:00,23/02/2023 03:30:00,NZ,New Zealand,1.651,144594.19
23/02/2023 03:30:00,23/02/2023 04:00:00,NZ,New Zealand,1.648,163184.89
23/02/2023 04:00:00,23/02/2023 04:30:00,NZ,New Zealand,1.66,164339.08
23/02/2023 04:30:00,23/02/2023 05:00:00,NZ,New Zealand,1.694,159969.72
23/02/2023 05:00:00,23/02/2023 05:30:00,NZ,New Zealand,1.778,248684.17
23/02/2023 05:30:00,23/02/2023 06:00:00,NZ,New Zealand,1.888,370371.93
23/02/2023 06:00:00,23/02/2023 06:30:00,NZ,New Zealand,2.069,466320.43
23/02/2023 06:30:00,23/02/2023 07:00:00,NZ,New Zealand,2.252,471578.24
23/02/2023 07:00:00,23/02/2023 07:30:00,NZ,New Zealand,2.437,627853.37
23/02/2023 07:30:00,23/02/2023 08:00:00,NZ,New Zealand,2.554,764091.3
23/02/2023 08:00:00,23/02/2023 08:30:00,NZ,New Zealand,2.577,637998.2
23/02/2023 08:30:00,23/02/2023 09:00:00,NZ,New Zealand,2.562,601877.21
23/02/2023 09:00:00,23/02/2023 09:30:00,NZ,New Zealand,2.577,495485.53
23/02/2023 09:30:00,23/02/2023 10:00:00,NZ,New Zealand,2.562,543236.36
23/02/2023 10:00:00,23/02/2023 10:30:00,NZ,New Zealand,2.547,499239.52
23/02/2023 10:30:00,23/02/2023 11:00:00,NZ,New Zealand,2.535,541881.19
23/02/2023 11:00:00,23/02/2023 11:30:00,NZ,New Zealand,2.546,552166.49
23/02/2023 11:30:00,23/02/2023 12:00:00,NZ,New Zealand,2.547,588967.59
23/02/2023 12:00:00,23/02/2023 12:30:00,NZ,New Zealand,2.542,511091.78
23/02/2023 12:30:00,23/02/2023 13:00:00,NZ,New Zealand,2.534,445964.48
23/02/2023 13:00:00,23/02/2023 13:30:00,NZ,New Zealand,2.517,377040.65
23/02/2023 13:30:00,23/02/2023 14:00:00,NZ,New Zealand,2.498,292307.8
23/02/2023 14:00:00,23/02/2023 14:30:00,NZ,New Zealand,2.494,150793.27
23/02/2023 14:30:00,23/02/2023 15:00:00,NZ,New Zealand,2.486,37031.34
23/02/2023 15:00:00,23/02/2023 15:30:00,NZ,New Zealand,2.468,189828.79
23/02/2023 15:30:00,23/02/2023 16:00:00,NZ,New Zealand,2.499,238095.09
23/02/2023 16:00:00,23/02/2023 16:30:00,NZ,New Zealand,2.506,341445.64
23/02/2023 16:30:00,23/02/2023 17:00:00,NZ,New Zealand,2.496,344700.01
23/02/2023 17:00:00,23/02/2023 17:30:00,NZ,New Zealand,2.502,299281.42
23/02/2023 17:30:00,23/02/2023 18:00:00,NZ,New Zealand,2.527,396908.81
23/02/2023 18:00:00,23/02/2023 18:30:00,NZ,New Zealand,2.516,532439.45
23/02/2023 18:30:00,23/02/2023 19:00:00,NZ,New Zealand,2.499,567597.9
23/02/2023 19:00:00,23/02/2023 19:30:00,NZ,New Zealand,2.456,599495.65
23/02/2023 19:30:00,23/02/2023 20:00:00,NZ,New Zealand,2.423,499870.82
23/02/2023 20:00:00,23/02/2023 20:30:00,NZ,New Zealand,2.4,545877.46
23/02/2023 20:30:00,23/02/2023 21:00:00,NZ,New Zealand,2.39,529434.32
23/02/2023 21:00:00,23/02/2023 21:30:00,NZ,New Zealand,2.347,566888.69
23/02/2023 21:30:00,23/02/2023 22:00:00,NZ,New Zealand,2.258,566493.68
23/02/2023 22:00:00,23/02/2023 22:30:00,NZ,New Zealand,2.156,386720.95
23/02/2023 22:30:00,23/02/2023 23:00:00,NZ,New Zealand,2.047,322086.62
23/02/2023 23:00:00,23/02/2023 23:30:00,NZ,New Zealand,1.98,333327.66
23/02/2023 23:30:00,24/02/2023 00:00:00,NZ,New Zealand,1.901,212453.71
24/02/2023 00:00:00,24/02/2023 00:30:00,NZ,New Zealand,1.819,212948.24
24/02/2023 00:30:00,24/02/2023 01:00:00,NZ,New Zealand,1.766,204758.21
24/02/2023 01:00:00,24/02/2023 01:30:00,NZ,New Zealand,1.728,175937.21
24/02/2023 01:30:00,24/02/2023 02:00:00,NZ,New Zealand,1.695,149603.05
24/02/2023 02:00:00,24/02/2023 02:30:00,NZ,New Zealand,1.673,70664.04
24/02/2023 02:30:00,24/02/2023 03:00:00,NZ,New Zealand,1.655,60036.22
24/02/2023 03:00:00,24/02/2023 03:30:00,NZ,New Zealand,1.64,57446.76
24/02/2023 03:30:00,24/02/2023 04:00:00,NZ,New Zealand,1.623,58751.71
24/02/2023 04:00:00,24/02/2023 04:30:00,NZ,New Zealand,1.651,62941.47
24/02/2023 04:30:00,24/02/2023 05:00:00,NZ,New Zealand,1.687,73489.7
24/02/2023 05:00:00,24/02/2023 05:30:00,NZ,New Zealand,1.779,74533.27
24/02/2023 05:30:00,24/02/2023 06:00:00,NZ,New Zealand,1.883,188085.17
24/02/2023 06:00:00,24/02/2023 06:30:00,NZ,New Zealand,2.054,231019.84
24/02/2023 06:30:00,24/02/2023 07:00:00,NZ,New Zealand,2.235,247082.54
24/02/2023 07:00:00,24/02/2023 07:30:00,NZ,New Zealand,2.43,457174
24/02/2023 07:30:00,24/02/2023 08:00:00,NZ,New Zealand,2.562,598692.33
24/02/2023 08:00:00,24/02/2023 08:30:00,NZ,New Zealand,2.597,621296.04
24/02/2023 08:30:00,24/02/2023 09:00:00,NZ,New Zealand,2.589,536523.58
24/02/2023 09:00:00,24/02/2023 09:30:00,NZ,New Zealand,2.601,463059.69
24/02/2023 09:30:00,24/02/2023 10:00:00,NZ,New Zealand,2.569,467289.58
24/02/2023 10:00:00,24/02/2023 10:30:00,NZ,New Zealand,2.534,377936.87
24/02/2023 10:30:00,24/02/2023 11:00:00,NZ,New Zealand,2.511,449710.49
24/02/2023 11:00:00,24/02/2023 11:30:00,NZ,New Zealand,2.509,430906.87
24/02/2023 11:30:00,24/02/2023 12:00:00,NZ,New Zealand,2.498,421267.27
24/02/2023 12:00:00,24/02/2023 12:30:00,NZ,New Zealand,2.48,386494.85
24/02/2023 12:30:00,24/02/2023 13:00:00,NZ,New Zealand,2.47,400765.91
24/02/2023 13:00:00,24/02/2023 13:30:00,NZ,New Zealand,2.46,394339.78
24/02/2023 13:30:00,24/02/2023 14:00:00,NZ,New Zealand,2.444,407081.36
24/02/2023 14:00:00,24/02/2023 14:30:00,NZ,New Zealand,2.432,370395.24
24/02/2023 14:30:00,24/02/2023 15:00:00,NZ,New Zealand,2.431,354259.15
24/02/2023 15:00:00,24/02/2023 15:30:00,NZ,New Zealand,2.413,363337.5
24/02/2023 15:30:00,24/02/2023 16:00:00,NZ,New Zealand,2.436,367419.09
24/02/2023 16:00:00,24/02/2023 16:30:00,NZ,New Zealand,2.438,374611.1
24/02/2023 16:30:00,24/02/2023 17:00:00,NZ,New Zealand,2.446,368057.31
24/02/2023 17:00:00,24/02/2023 17:30:00,NZ,New Zealand,2.455,405159.85
24/02/2023 17:30:00,24/02/2023 18:00:00,NZ,New Zealand,2.476,523662.88
24/02/2023 18:00:00,24/02/2023 18:30:00,NZ,New Zealand,2.444,390714.79
24/02/2023 18:30:00,24/02/2023 19:00:00,NZ,New Zealand,2.422,385000.45
24/02/2023 19:00:00,24/02/2023 19:30:00,NZ,New Zealand,2.385,379271.55
24/02/2023 19:30:00,24/02/2023 20:00:00,NZ,New Zealand,2.344,365072.35
24/02/2023 20:00:00,24/02/2023 20:30:00,NZ,New Zealand,2.323,404338.54
24/02/2023 20:30:00,24/02/2023 21:00:00,NZ,New Zealand,2.299,411722.85
24/02/2023 21:00:00,24/02/2023 21:30:00,NZ,New Zealand,2.267,422918.07
24/02/2023 21:30:00,24/02/2023 22:00:00,NZ,New Zealand,2.197,398624.74
24/02/2023 22:00:00,24/02/2023 22:30:00,NZ,New Zealand,2.113,268259.32
24/02/2023 22:30:00,24/02/2023 23:00:00,NZ,New Zealand,2.03,300144.39
24/02/2023 23:00:00,24/02/2023 23:30:00,NZ,New Zealand,1.979,296503.11
24/02/2023 23:30:00,25/02/2023 00:00:00,NZ,New Zealand,1.898,386776.08
25/02/2023 00:00:00,25/02/2023 00:30:00,NZ,New Zealand,1.822,402626.86
25/02/2023 00:30:00,25/02/2023 01:00:00,NZ,New Zealand,1.76,256752.7
25/02/2023 01:00:00,25/02/2023 01:30:00,NZ,New Zealand,1.716,103908.27
25/02/2023 01:30:00,25/02/2023 02:00:00,NZ,New Zealand,1.683,169678.3
25/02/2023 02:00:00,25/02/2023 02:30:00,NZ,New Zealand,1.655,136445.87
25/02/2023 02:30:00,25/02/2023 03:00:00,NZ,New Zealand,1.635,69671.61
25/02/2023 03:00:00,25/02/2023 03:30:00,NZ,New Zealand,1.62,75488.36
25/02/2023 03:30:00,25/02/2023 04:00:00,NZ,New Zealand,1.611,71531
25/02/2023 04:00:00,25/02/2023 04:30:00,NZ,New Zealand,1.611,64999.65
25/02/2023 04:30:00,25/02/2023 05:00:00,NZ,New Zealand,1.626,47055.96
25/02/2023 05:00:00,25/02/2023 05:30:00,NZ,New Zealand,1.681,26345.01
25/02/2023 05:30:00,25/02/2023 06:00:00,NZ,New Zealand,1.735,54897.49
25/02/2023 06:00:00,25/02/2023 06:30:00,NZ,New Zealand,1.812,123776.37
25/02/2023 06:30:00,25/02/2023 07:00:00,NZ,New Zealand,1.88,131452.27
25/02/2023 07:00:00,25/02/2023 07:30:00,NZ,New Zealand,1.966,146742.05
25/02/2023 07:30:00,25/02/2023 08:00:00,NZ,New Zealand,2.069,121012.03
25/02/2023 08:00:00,25/02/2023 08:30:00,NZ,New Zealand,2.167,155025.16
25/02/2023 08:30:00,25/02/2023 09:00:00,NZ,New Zealand,2.244,238706.71
25/02/2023 09:00:00,25/02/2023 09:30:00,NZ,New Zealand,2.318,354971.28
25/02/2023 09:30:00,25/02/2023 10:00:00,NZ,New Zealand,2.326,248345.11
25/02/2023 10:00:00,25/02/2023 10:30:00,NZ,New Zealand,2.319,248923.82
25/02/2023 10:30:00,25/02/2023 11:00:00,NZ,New Zealand,2.3,266239.81
25/02/2023 11:00:00,25/02/2023 11:30:00,NZ,New Zealand,2.283,260362.6
25/02/2023 11:30:00,25/02/2023 12:00:00,NZ,New Zealand,2.259,247308.96
25/02/2023 12:00:00,25/02/2023 12:30:00,NZ,New Zealand,2.234,248440.8
25/02/2023 12:30:00,25/02/2023 13:00:00,NZ,New Zealand,2.212,240891.43
25/02/2023 13:00:00,25/02/2023 13:30:00,NZ,New Zealand,2.19,234222.52
25/02/2023 13:30:00,25/02/2023 14:00:00,NZ,New Zealand,2.164,237514.27
25/02/2023 14:00:00,25/02/2023 14:30:00,NZ,New Zealand,2.15,200666.33
25/02/2023 14:30:00,25/02/2023 15:00:00,NZ,New Zealand,2.14,195471.15
25/02/2023 15:00:00,25/02/2023 15:30:00,NZ,New Zealand,2.111,208181.29
25/02/2023 15:30:00,25/02/2023 16:00:00,NZ,New Zealand,2.119,223450.9
25/02/2023 16:00:00,25/02/2023 16:30:00,NZ,New Zealand,2.135,227758.17
25/02/2023 16:30:00,25/02/2023 17:00:00,NZ,New Zealand,2.156,266857.26
25/02/2023 17:00:00,25/02/2023 17:30:00,NZ,New Zealand,2.185,406613.2
25/02/2023 17:30:00,25/02/2023 18:00:00,NZ,New Zealand,2.213,337346.81
25/02/2023 18:00:00,25/02/2023 18:30:00,NZ,New Zealand,2.206,305779.58
25/02/2023 18:30:00,25/02/2023 19:00:00,NZ,New Zealand,2.2,283113.63
25/02/2023 19:00:00,25/02/2023 19:30:00,NZ,New Zealand,2.169,252665.95
25/02/2023 19:30:00,25/02/2023 20:00:00,NZ,New Zealand,2.141,245209.74
25/02/2023 20:00:00,25/02/2023 20:30:00,NZ,New Zealand,2.133,265751.92
25/02/2023 20:30:00,25/02/2023 21:00:00,NZ,New Zealand,2.126,239065.36
25/02/2023 21:00:00,25/02/2023 21:30:00,NZ,New Zealand,2.102,224638.7
25/02/2023 21:30:00,25/02/2023 22:00:00,NZ,New Zealand,2.047,208687.43
25/02/2023 22:00:00,25/02/2023 22:30:00,NZ,New Zealand,1.974,168139.44
25/02/2023 22:30:00,25/02/2023 23:00:00,NZ,New Zealand,1.904,196347.91
25/02/2023 23:00:00,25/02/2023 23:30:00,NZ,New Zealand,1.865,196979.1
25/02/2023 23:30:00,26/02/2023 00:00:00,NZ,New Zealand,1.799,221185.08
26/02/2023 00:00:00,26/02/2023 00:30:00,NZ,New Zealand,1.723,255407.8
26/02/2023 00:30:00,26/02/2023 01:00:00,NZ,New Zealand,1.667,196935.12
26/02/2023 01:00:00,26/02/2023 01:30:00,NZ,New Zealand,1.63,190917.56
26/02/2023 01:30:00,26/02/2023 02:00:00,NZ,New Zealand,1.594,153573.14
26/02/2023 02:00:00,26/02/2023 02:30:00,NZ,New Zealand,1.571,150664.91
26/02/2023 02:30:00,26/02/2023 03:00:00,NZ,New Zealand,1.552,124992.57
26/02/2023 03:00:00,26/02/2023 03:30:00,NZ,New Zealand,1.536,93007.46
26/02/2023 03:30:00,26/02/2023 04:00:00,NZ,New Zealand,1.526,88959.95
26/02/2023 04:00:00,26/02/2023 04:30:00,NZ,New Zealand,1.528,89029.55
26/02/2023 04:30:00,26/02/2023 05:00:00,NZ,New Zealand,1.54,90682.4
26/02/2023 05:00:00,26/02/2023 05:30:00,NZ,New Zealand,1.579,95791.4
26/02/2023 05:30:00,26/02/2023 06:00:00,NZ,New Zealand,1.624,164509.62
26/02/2023 06:00:00,26/02/2023 06:30:00,NZ,New Zealand,1.684,198954.05
26/02/2023 06:30:00,26/02/2023 07:00:00,NZ,New Zealand,1.735,184206.1
26/02/2023 07:00:00,26/02/2023 07:30:00,NZ,New Zealand,1.804,185841.65
26/02/2023 07:30:00,26/02/2023 08:00:00,NZ,New Zealand,1.889,201886.71
26/02/2023 08:00:00,26/02/2023 08:30:00,NZ,New Zealand,1.984,232872.23
26/02/2023 08:30:00,26/02/2023 09:00:00,NZ,New Zealand,2.075,324936.04
26/02/2023 09:00:00,26/02/2023 09:30:00,NZ,New Zealand,2.17,358695.74
26/02/2023 09:30:00,26/02/2023 10:00:00,NZ,New Zealand,2.202,348880.51
26/02/2023 10:00:00,26/02/2023 10:30:00,NZ,New Zealand,2.209,311890.49
26/02/2023 10:30:00,26/02/2023 11:00:00,NZ,New Zealand,2.2,312263.4
26/02/2023 11:00:00,26/02/2023 11:30:00,NZ,New Zealand,2.194,269030.33
26/02/2023 11:30:00,26/02/2023 12:00:00,NZ,New Zealand,2.183,257223.05
26/02/2023 12:00:00,26/02/2023 12:30:00,NZ,New Zealand,2.171,249274.99
